date,10m_u_component_of_wind_min,10m_u_component_of_wind_mean,10m_u_component_of_wind_max,10m_v_component_of_wind_min,10m_v_component_of_wind_mean,10m_v_component_of_wind_max,2m_temperature_min,2m_temperature_mean,2m_temperature_max,2m_dewpoint_temperature_min,2m_dewpoint_temperature_mean,2m_dewpoint_temperature_max,surface_solar_radiation_downwards_min,surface_solar_radiation_downwards_mean,surface_solar_radiation_downwards_max,total_cloud_cover_min,total_cloud_cover_mean,total_cloud_cover_max,utci_min,utci_mean,utci_max
1979-01-01,-3.0670738,-1.867526,-0.56876975,-0.30140683,0.18928783,0.7462895,291.35107,296.05215,300.3304,288.88486,291.1566,292.6149,0.0,725847.3,2601693.0,0.0410552,0.17250933,0.31963035,288.83475,294.9677327473958,303.75812
1979-01-02,-3.5469267,-2.1390965,-0.65953994,-0.28410608,0.31230253,0.9220837,291.05615,295.71863,300.1158,288.76828,290.6802,292.50195,0.0,720973.7,2487681.8,0.045521405,0.22517796,0.4426435,288.83475,294.9677327473958,303.75812
1979-01-03,-3.1408715,-1.6730999,-0.22842766,-0.39571688,0.28116664,1.0559092,290.70218,295.39786,300.44223,286.18417,289.63083,291.73154,0.0,760763.0,2662033.5,0.012220918,0.14313303,0.2985516,288.16193,295.2119954427083,304.4884
1979-01-04,-2.3911583,-1.2455598,0.10883245,-0.13726526,0.6189209,1.0294999,290.5391,295.78,300.64758,287.8964,289.85263,291.81512,0.0,805415.3,2881620.8,0.0026623318,0.09259961,0.3725255,287.76254,295.52939860026044,305.542
1979-01-05,-1.9180055,-0.89032894,0.38968608,0.16244702,0.6155439,1.035943,291.4925,296.1267,300.85995,288.38943,289.93185,291.3524,0.0,778085.5,2897728.8,0.056254204,0.29586294,0.6911286,287.79126,296.37204996744794,306.5154
1979-01-06,-2.932747,-1.4449579,-0.076450415,0.0236698,0.48773852,1.1006185,291.1123,295.69595,300.82175,288.18533,290.11996,291.37402,0.0,738870.06,2775796.5,0.067115925,0.37339267,0.64328253,288.94058,296.19240315755206,305.47858
1979-01-07,-2.7448936,-1.5358299,-0.2316304,-0.03533833,0.3893623,0.9022501,291.21158,295.61392,300.3782,287.98932,290.41992,292.44412,0.0,713144.06,2704724.2,0.113614894,0.40450692,0.76485956,289.19733,295.9335530598958,304.86783
1979-01-08,-1.4657202,-0.8674264,0.056622896,-0.007592734,0.57057524,1.1409478,290.01697,295.53302,300.22495,287.91937,289.8749,291.8988,0.0,720596.7,2612334.5,0.30793965,0.7197754,0.9330851,288.6546,296.143798828125,305.98526
1979-01-09,-2.1410003,-1.016949,0.28516397,-0.8431747,0.13050999,0.85440224,290.14572,295.5956,300.783,287.3279,289.7101,292.09113,0.0,777104.5,2799460.5,0.0139303235,0.22856565,0.49984488,288.1684,296.0635172526042,306.39642
1979-01-10,-3.013941,-1.5826439,-0.056254003,-0.60234946,0.14783853,0.98695207,290.08752,295.11475,300.80283,285.16254,288.9968,291.5272,0.0,784732.2,2733328.2,0.0019713049,0.1313965,0.3665623,287.89087,295.2337239583333,304.75018
1979-01-11,-2.7137787,-1.3417317,-0.029289957,-0.3355162,0.22059138,0.92386293,289.99823,295.45218,300.31934,286.66052,289.34494,291.85867,0.0,789503.2,2829369.8,0.0007923886,0.12047853,0.4180529,287.19122,294.8475341796875,304.59003
1979-01-12,-2.2388685,-1.3218726,-0.16153595,-0.051261082,0.5723483,1.2368518,290.33737,295.38718,300.7802,286.44345,289.15146,290.90945,0.0,822995.25,2897679.0,0.018641777,0.08487389,0.2129761,286.69357,295.2017008463542,305.70822
1979-01-13,-2.1766887,-1.3285693,-0.26045147,0.14949983,0.62612325,1.1319984,290.3165,295.5621,300.68658,286.74048,289.31375,291.65924,0.0,809977.25,2872074.5,0.005629232,0.09698182,0.2783973,287.2624,295.3128255208333,305.73904
1979-01-14,-2.4513962,-1.5518907,-0.34330356,0.0013112979,0.641167,1.0817845,290.7112,295.5537,301.15527,287.24203,289.71713,291.56567,0.0,808947.94,2909053.8,0.029019611,0.10694515,0.25214508,287.21576,295.468017578125,305.76724
1979-01-15,-2.9174542,-1.9344925,-0.42644688,0.23757099,0.5863492,0.94455945,290.90033,295.66376,300.73438,287.37045,289.89355,292.18033,0.0,792553.75,2796119.0,0.019648561,0.13611323,0.32417879,287.90247,295.1183675130208,304.86438
1979-01-16,-2.8728573,-1.8974047,-0.6445596,-0.14428398,0.37741673,0.79925185,290.5939,295.62,300.68927,286.70862,289.171,291.31244,0.0,832852.2,2934808.2,0.0034903493,0.06845898,0.20318809,287.74255,295.0084228515625,305.19308
1979-01-17,-2.8485386,-1.8680562,-0.7249689,-0.41318798,0.4278554,1.2961477,290.41833,295.79092,300.97525,287.0414,289.92215,291.66077,0.0,782423.7,2821132.2,0.0022990045,0.124916576,0.2924703,287.17764,295.42437744140625,305.0591
1979-01-18,-2.7702813,-1.9696218,-0.70872796,0.08022107,0.995091,2.020607,291.73596,296.965,301.57855,288.95126,292.14194,293.7603,0.0,674063.5,2514307.0,0.22659704,0.4140153,0.671239,289.12262,297.00946044921875,305.71158
1979-01-19,-2.2567995,-1.8606542,-1.1293905,0.88031185,1.5008596,2.561595,293.92276,297.76773,301.25183,291.30847,293.3329,294.50247,0.0,654860.5,2316694.2,0.2152036,0.54691285,0.877645,292.47592,297.4126383463542,306.0332
1979-01-20,-2.3352559,-1.7200769,-0.9730104,0.6774498,1.1291875,1.8625494,293.821,297.76782,301.2341,291.39258,292.99933,294.02402,0.0,661155.6,2361717.2,0.12504308,0.45982972,0.784992,292.97104,298.13330078125,306.69852
1979-01-21,-3.5241241,-2.2417724,-1.2503737,0.16758427,0.6158841,1.4259677,292.63223,297.2907,301.4257,290.06247,292.0352,293.69977,0.0,699201.0,2549988.5,0.11189554,0.45554075,0.811257,291.4207,297.0871175130208,305.8575
1979-01-22,-3.5834138,-2.390312,-1.1803432,-0.5644884,0.31798694,1.1935241,291.88837,296.46924,301.1099,287.6988,290.87714,292.79034,0.0,752889.56,2739571.0,0.04364504,0.40749672,0.91008925,289.7041,295.83856201171875,304.88876
1979-01-23,-3.6207743,-2.4880817,-1.1914853,-0.7467068,0.2393653,1.3575294,292.27518,297.0377,301.31525,289.0631,292.06985,293.52182,0.0,708238.5,2451992.0,0.22355536,0.46090952,0.5840836,289.54803,296.4093017578125,305.00696
1979-01-24,-3.554685,-2.4747775,-1.4241273,-0.5970456,0.06821553,0.61445916,292.93057,297.29892,301.68945,288.89816,291.95145,293.2709,0.0,702524.2,2501875.2,0.06992505,0.3290224,0.5719041,291.62082,296.8228352864583,305.56427
1979-01-25,-3.9491434,-2.4493215,-1.0066497,-0.57379377,0.14381337,0.92850804,292.26257,297.20914,301.63977,288.62234,291.68204,292.883,0.0,757944.2,2634456.2,0.05806974,0.3010639,0.5551051,291.3535,296.70306396484375,305.20322
1979-01-26,-2.6103609,-1.6881837,-0.25776714,-0.08934929,0.8531334,1.4065734,292.45718,296.8151,301.90677,288.0291,291.0935,293.20776,0.0,815684.8,2905752.5,0.061530743,0.23677987,0.58850986,291.4026,297.3968505859375,306.57425
1979-01-27,-1.8240575,-0.9301465,0.09251697,0.7461911,1.5359226,2.2544289,292.76367,297.56973,302.89148,288.27075,291.2235,293.56824,0.0,827074.3,2944014.0,0.08901453,0.2644017,0.5491911,290.42868,297.7496744791667,307.9418
1979-01-28,-1.7053185,-0.70630556,0.27472138,1.0220722,1.7035837,2.4871264,293.14398,297.77396,303.14517,288.39233,291.3302,292.71826,0.0,812266.0,2990928.5,0.14688314,0.42424726,0.85216606,290.7511,297.81768798828125,308.3123
1979-01-29,-1.5011456,-0.76310205,0.0526106,0.94876915,1.9374174,2.8782487,293.16568,297.80368,302.71176,288.65628,291.1724,292.84268,0.0,844611.3,2979037.2,0.019951057,0.18867461,0.4902611,290.89584,297.39670817057294,307.10153
1979-01-30,-1.3222506,-0.22080296,0.8700609,0.8354737,1.3064663,1.9356138,293.30206,298.6312,304.14993,289.3717,292.07333,293.30447,0.0,855680.7,3085894.8,0.261348,0.45897827,0.63608575,290.80292,299.1691080729167,309.85995
1979-01-31,-1.687405,-0.6665513,0.42644653,1.0611635,1.8583361,3.1946673,294.05618,298.88254,304.24445,290.0933,292.27844,293.85995,0.0,845884.8,3064177.2,0.06719118,0.39269385,0.7962367,292.4192,299.42633056640625,309.04166
1979-02-01,-1.4400843,-0.31116176,0.9822383,0.83344454,1.439355,2.3129222,294.2352,298.74774,303.96722,289.99768,292.16385,293.3017,0.0,846365.5,3039992.0,0.157894,0.29160962,0.41088036,292.99075,299.3772379557292,309.04703
1979-02-02,-1.4562755,-0.40758348,0.5804867,0.3524678,1.0065904,1.8143606,294.19498,299.1757,304.36902,290.0096,292.38425,293.59338,0.0,805090.3,2851139.8,0.19329801,0.35853717,0.72624046,292.9119,300.03501383463544,309.8819
1979-02-03,-2.9452527,-1.738154,-0.16165312,-0.8733735,0.21115752,0.92694825,294.06662,298.4761,302.93857,291.1503,292.62378,293.743,0.0,730911.3,2749240.5,0.16527398,0.42341697,0.66412574,292.9021,299.2466227213542,308.1761
1979-02-04,-3.3421896,-2.6090562,-1.1534288,0.40006196,0.8553055,1.2002362,294.11124,298.09174,301.88483,290.32227,292.611,294.1541,0.0,660269.2,2322688.2,0.19652335,0.39947322,0.5494866,292.42535,297.4765218098958,305.76578
1979-02-05,-2.9579537,-2.375501,-1.4570248,0.4088108,1.0884495,1.5819851,294.345,297.96555,301.94098,290.50974,292.47934,293.448,0.0,713408.0,2602722.0,0.27413994,0.41696897,0.56881666,292.3186,297.6422526041667,306.07114
1979-02-06,-2.8567977,-2.1789577,-1.1210642,0.13441752,1.3096595,2.0759315,294.1139,298.18143,302.54138,290.55707,292.75632,294.19058,0.0,750874.8,2748030.8,0.09325833,0.34272444,0.5926476,292.65466,297.9299723307292,306.32703
1979-02-07,-2.5142858,-1.3992052,-0.66434056,1.2737626,1.6777252,2.2243433,294.02463,298.5726,303.23465,289.36356,291.69946,293.24054,0.0,811354.44,3043793.0,0.18868943,0.355281,0.56926644,292.79874,298.58192952473956,308.2017
1979-02-08,-1.9680383,-0.87829536,-0.16614118,0.681493,1.0231009,1.5919302,294.69693,298.98288,303.01608,290.15793,292.88226,294.28787,0.0,723290.0,2478767.0,0.14568067,0.41841826,0.57881224,292.97516,299.2403564453125,308.25214
1979-02-09,-2.1624646,-1.3016273,-0.48289245,0.27097246,1.089908,1.6330093,294.94138,299.14832,302.63077,290.64145,293.46213,294.56635,0.0,706351.0,2515544.0,0.2997582,0.42589808,0.58634573,293.08194,299.4121500651042,307.5422
1979-02-10,-2.559973,-1.8086734,-0.8924413,0.42344266,1.203314,1.9667212,294.88092,299.0199,302.60834,290.41058,293.25208,295.10095,0.0,727542.7,2589910.2,0.3483497,0.49222243,0.5931712,293.93857,299.06190999348956,307.44745
1979-02-11,-2.4103038,-1.6944283,-0.94704765,0.8311012,1.466334,1.9916916,295.05032,298.94373,302.33936,291.34927,293.637,295.2511,0.0,727619.7,2501082.8,0.19148,0.35098052,0.5312991,293.89023,299.1320393880208,307.28104
1979-02-12,-2.2449012,-1.5899324,-0.9000044,0.5588998,1.1966395,1.7697005,294.80966,298.2393,302.46405,291.41806,293.0214,294.00876,0.0,734551.0,2602349.8,0.25669682,0.4552412,0.81956995,293.8528,299.1553548177083,307.4812
1979-02-13,-1.7987943,-1.2887859,-0.81446433,0.7333613,1.2328595,1.948084,294.59766,298.317,301.9919,291.38043,293.06503,294.10422,0.0,733001.06,2553980.5,0.2753293,0.47108296,0.8486089,293.41284,299.06982421875,307.44608
1979-02-14,-2.9171314,-2.0808122,-1.1262339,1.1166283,1.8144909,2.4337173,294.78107,298.89636,302.3263,291.02484,292.76453,293.56265,0.0,765904.3,2808067.8,0.34989882,0.63142675,0.7863568,293.4599,298.6876220703125,306.90106
1979-02-15,-2.6292894,-1.902367,-0.9031254,0.35722652,1.3226727,2.1754434,293.622,298.28015,302.84537,289.54422,291.67606,293.68204,0.0,813553.44,2810718.5,0.27946356,0.35726,0.5481202,292.26886,298.1893717447917,306.902
1979-02-16,-2.9379134,-1.9741586,-0.8482102,0.26461625,0.85124284,1.3712336,292.64618,298.0118,302.64093,289.21066,291.01718,292.70474,0.0,886295.2,2992910.5,0.04321653,0.19225991,0.5065151,290.62637,298.00830078125,307.5685
1979-02-17,-2.7184303,-1.6687049,-0.5918777,0.34794012,0.8222509,1.5667892,292.5267,297.9888,303.28146,287.32935,290.59247,292.09137,0.0,897819.7,3186902.5,0.028403431,0.10431401,0.24532974,290.42014,297.94512939453125,308.07526
1979-02-18,-2.4335997,-1.7562213,-0.5722885,0.0842566,1.7650065,2.6662858,293.7477,299.21164,303.887,289.45508,293.29773,295.46335,0.0,785681.7,2811868.0,0.20131981,0.36316347,0.6914426,291.05475,299.0816650390625,307.8545
1979-02-19,-1.2332911,-0.25817606,0.63636774,0.5812621,1.7756634,2.3389907,296.2291,299.5934,303.31473,292.6013,294.4371,295.2926,0.0,738946.0,2491120.8,0.3175652,0.4812707,0.7852966,294.89624,300.62111409505206,308.02695
1979-02-20,-0.5297085,0.52662057,1.5845122,-0.181634,0.7174222,1.7545311,295.94315,299.93625,304.07483,292.2163,294.28207,295.4607,0.0,847730.2,2939726.5,0.08127403,0.32138178,0.48683298,295.1467,301.4984537760417,310.3612
1979-02-21,-0.9985151,0.0948048,1.2086062,-1.0196238,0.10666134,1.1959394,295.74835,301.0068,306.00052,289.09396,292.79935,295.28494,0.0,916143.7,3136794.8,0.0051267045,0.08544264,0.21486008,294.03345,301.4766845703125,311.24536
1979-02-22,-1.2541977,-0.36518455,0.38012403,0.40608886,1.2037306,1.5926987,295.88245,300.90677,305.954,287.70352,292.38614,294.47998,0.0,853821.5,2949969.0,0.09573202,0.25549698,0.44005913,293.70807,301.1365559895833,310.50763
1979-02-23,-1.5904813,-0.6196403,0.14767717,1.31773,1.7597877,2.288417,295.88333,300.51358,304.69528,290.0331,292.9819,294.32953,0.0,813094.0,2879943.2,0.1315834,0.26527175,0.4429788,294.31955,300.7060139973958,309.30087
1979-02-24,-0.9572843,0.07096583,0.9778497,1.2895187,1.9424032,2.5661643,295.16803,300.11133,303.87442,289.87772,292.52573,294.32108,0.0,836884.3,2846653.8,0.11319384,0.23636156,0.42152813,293.15833,299.6687825520833,307.78088
1979-02-25,-1.2146252,-0.17339782,1.3797005,0.5067363,1.0420052,1.5486292,295.12762,299.67184,304.63074,288.50955,291.52115,293.15747,0.0,871757.3,2940406.5,0.09754355,0.20408003,0.29135504,292.8357,300.2262369791667,309.73154
1979-02-26,-2.7695353,-2.015495,-0.80826485,0.3698595,0.7014983,0.9950081,294.71454,299.08856,303.66278,289.66754,292.8352,295.0563,0.0,819802.5,2903768.0,0.21571164,0.33219865,0.47922793,293.25595,299.6434326171875,308.6247
1979-02-27,-2.648602,-2.0596237,-1.0874496,0.4757804,1.0613195,1.7469407,294.30826,298.55466,303.14438,289.21817,291.71063,293.1814,0.0,838879.25,3021452.2,0.14684135,0.2902474,0.43203428,292.80795,298.4914957682292,307.0432
1979-02-28,-3.0661545,-1.9425383,-0.7503387,0.16957934,0.81693643,1.2624886,293.49048,298.21512,303.56433,288.9642,291.3945,293.21765,0.0,902346.7,3109278.5,0.066315316,0.23181061,0.38436088,291.231,298.5817057291667,308.02368
1979-03-01,-3.9044504,-2.2561529,-0.70730406,-0.14048313,0.45856318,0.7528086,291.93524,297.94016,304.25192,285.03732,288.49698,291.49493,0.0,973812.25,3326425.8,0.023497196,0.075322196,0.16304113,289.2632,297.3855794270833,307.07074
1979-03-02,-4.5196953,-2.5977793,-0.8688114,-0.7656809,0.1035889,1.1235865,291.99924,297.87424,303.52988,286.19058,289.53146,291.25348,0.0,972367.5,3318783.5,0.048277013,0.11813619,0.25114968,288.99237,296.82948811848956,305.8735
1979-03-03,-3.8430946,-2.40425,-0.9180135,-1.0144525,0.20814343,1.115326,292.66415,298.40408,303.74277,287.9728,290.75876,292.46036,0.0,938970.56,3164500.0,0.0817354,0.16447695,0.31181666,290.17404,297.84088134765625,307.0688
1979-03-04,-3.5615554,-2.0343103,-0.35784724,-0.29861295,0.4391648,1.1116804,292.84985,298.56656,304.4092,286.84357,290.31375,292.3764,0.0,1002323.0,3382941.5,0.006242443,0.0910121,0.27873352,290.20953,298.15098063151044,308.04663
1979-03-05,-2.8641155,-1.3725634,-0.03772288,-0.26304984,0.72002816,1.2751558,292.8171,299.26077,305.49783,286.30798,290.5681,292.81387,0.0,996266.5,3313943.8,0.05492967,0.18231072,0.49855414,289.87607,299.31748453776044,309.7257
1979-03-06,-2.1856043,-1.0889521,0.23552868,0.3603611,1.2325398,1.753668,293.4111,300.06448,306.58167,286.4941,290.19687,292.19568,0.0,1038228.2,3500047.2,0.01515564,0.12189853,0.55571884,291.11896,299.8214111328125,310.69327
1979-03-07,-1.8287231,-0.82327026,0.34826,0.5825644,1.5686045,2.1239312,293.93622,300.8486,307.59943,285.22916,289.6315,291.66174,0.0,1025374.8,3510334.8,0.03422779,0.09656563,0.24252485,290.6687,300.2583414713542,311.26523
1979-03-08,-1.1217422,0.058803618,0.84861815,1.0648206,1.9948145,2.983049,294.7088,301.49026,307.57175,286.4335,291.13467,293.15732,0.0,956345.8,3330228.5,0.027717585,0.30366686,0.5671866,291.60846,301.22768147786456,311.15085
1979-03-09,-0.5539421,0.61540765,2.0217354,-1.2543502,-0.34978357,0.9296702,295.87872,301.55692,307.64417,286.94873,290.8082,292.8032,0.0,1003990.0,3422529.8,0.046627123,0.3005004,0.58157986,292.01804,301.0850423177083,311.6023
1979-03-10,-1.298933,-0.5484919,0.40497896,-2.0244732,-1.1405748,-0.68637747,293.69373,300.62415,306.78964,283.04135,286.22263,288.04654,0.0,1041882.0,3465615.8,0.0054936926,0.038294446,0.09239289,289.4268,299.356201171875,311.09616
1979-03-11,-1.9616934,-1.0484293,0.030393833,-1.1659459,-0.346825,0.55734766,293.1747,299.62213,306.42856,280.39047,285.08572,287.6734,0.0,1071466.6,3620385.2,0.00014762358,0.0473668,0.2961402,288.60687,298.5720621744792,310.14557
1979-03-12,-1.5285643,-0.68880874,0.43364382,-0.6481492,0.42371288,1.4783735,292.74692,300.0734,306.93307,282.0553,287.7293,290.25574,0.0,1072867.9,3609656.8,0.00043997035,0.05393012,0.336,289.686,299.486328125,310.82336
1979-03-13,-1.0855677,-0.14474718,0.71191597,-0.27418742,0.61248124,1.0066719,293.97574,300.65024,307.49133,284.27222,289.27747,291.15225,0.0,1066748.5,3589551.8,0.0005849701,0.019494332,0.08708479,290.3431,300.4083658854167,311.9063
1979-03-14,-1.8747331,-0.72106856,0.5105769,0.02455946,0.9711608,1.752252,294.21085,301.08505,307.83527,284.75238,290.02707,292.38794,0.0,1068879.4,3600279.5,0.00045239885,0.05200927,0.23545867,291.15762,300.90545654296875,312.1303
1979-03-15,-1.6180173,-0.47916153,0.52236885,0.6441279,1.3962469,1.881845,295.34454,301.61758,308.15866,286.21057,290.50485,292.24667,0.0,1063640.4,3582243.2,0.00036236117,0.048377156,0.2659114,292.15744,301.287353515625,312.29468
1979-03-16,-2.0935595,-0.7379648,0.60547304,1.0066075,1.5703055,2.1360984,295.72833,301.89087,308.5763,286.64706,290.8369,292.45444,0.0,1071832.5,3579651.0,0.0004979701,0.03138835,0.150025,292.69882,301.59912109375,312.63678
1979-03-17,-1.6424425,-0.68279487,0.35654736,1.2093977,2.0143707,2.5811977,295.8513,301.95764,308.42328,286.86917,291.1993,292.81815,0.0,1062869.6,3582396.2,0.23292261,0.5704836,0.8413,292.6116,301.41943359375,312.3761
1979-03-18,-1.3095639,-0.25446454,0.6373903,1.6856158,2.290534,2.8829238,296.14706,302.24802,308.35095,286.72614,290.68784,292.82782,0.0,1054127.0,3559010.2,0.09994212,0.57883275,0.8860899,292.2697,301.6173502604167,312.50317
1979-03-19,-1.7106408,-0.3575221,1.2664188,1.502572,2.0704715,2.606267,296.75232,302.6948,309.0102,287.8525,292.00302,293.89734,0.0,1041155.94,3558345.5,0.0076815994,0.09526908,0.27466306,293.6827,302.85107421875,313.4889
1979-03-20,-2.0083852,-0.86211294,0.10424136,1.6370826,2.1115105,2.7011826,296.29147,302.21808,308.74753,287.25153,291.7689,294.4631,0.0,1067810.6,3567420.8,0.056199726,0.18387257,0.4425266,293.50735,302.1701253255208,312.79562
1979-03-21,-1.7690924,-0.6660931,0.33287835,1.4406526,2.0260704,2.7502985,295.9584,301.94092,308.89926,285.5697,290.7172,293.1095,0.0,1075013.4,3591251.0,0.0224204,0.09899181,0.2200168,293.3793,301.74232991536456,312.62375
1979-03-22,-2.2330418,-0.98340505,0.35765874,1.271071,1.8301281,2.538294,295.60843,301.76917,308.83505,285.87982,290.97403,293.29138,0.0,1070655.1,3599220.2,0.009173092,0.07355761,0.37588704,293.19177,301.8499348958333,312.63013
1979-03-23,-2.1475124,-1.0857643,-0.23329213,1.3616141,2.1229618,3.0617769,295.29346,301.27072,308.09103,285.14307,290.70493,293.28458,0.0,1090552.8,3600413.0,0.0049154875,0.08395376,0.42431426,292.2159,300.759033203125,311.6745
1979-03-24,-1.903675,-0.7987399,0.1342555,1.3343115,2.0957136,2.9388356,295.23978,301.49005,308.29803,284.45956,290.14047,292.91452,0.0,1089580.8,3649076.5,0.007997422,0.13595565,0.51477087,292.0672,301.0711669921875,311.9132
1979-03-25,-1.4754031,-0.32872364,0.7531824,1.2645632,1.8077248,2.2640333,295.64468,302.0869,308.7456,284.10208,290.5538,292.73956,0.0,1057315.1,3625471.5,0.48181823,0.7111375,0.9554875,293.01114,301.7962239583333,312.91534
1979-03-26,-1.8631861,-0.6017347,0.5966815,1.263897,1.845564,2.3473535,296.38727,302.32193,308.77704,286.1906,290.76743,293.3994,0.0,1063130.9,3440146.5,0.20435154,0.63778406,0.9291612,292.8875,301.9466959635417,313.12372
1979-03-27,-1.5291252,-0.38370752,0.76025885,1.1525701,1.9311914,2.4531872,296.3353,302.68307,309.34082,283.4685,289.55054,292.16562,0.0,1087553.6,3632899.0,0.03927046,0.08268372,0.14554735,292.4042,302.117431640625,313.32864
1979-03-28,-1.3251729,0.01832545,1.5283828,1.3812697,1.9012413,2.302288,296.83334,303.2923,309.62546,286.46036,290.7956,293.01166,0.0,1061389.4,3553170.2,0.016096275,0.06416479,0.13617773,293.60266,302.938720703125,313.97922
1979-03-29,-0.6546897,0.63231105,2.0547712,1.0295603,1.4082581,1.7244194,297.01498,302.8644,309.91254,285.79944,289.4837,292.04764,0.0,1049935.9,3557338.2,0.01034324,0.16904289,0.38524124,294.41022,303.1239827473958,314.22656
1979-03-30,-0.8314793,0.4286786,1.9575529,0.9468157,1.366918,1.765892,296.69537,302.9642,310.0471,285.69507,289.33273,291.90738,0.0,1057381.1,3613908.8,0.01042513,0.106096454,0.28769225,294.4623,303.30173746744794,314.4563
1979-03-31,-0.8764596,0.13668093,1.3743603,0.93463326,1.3921417,1.6542698,297.02664,303.1206,310.1466,285.16434,289.1724,292.91632,0.0,1066374.1,3595267.5,0.0847135,0.15146129,0.29543763,294.49493,303.3474934895833,314.39413
1979-04-01,-1.7713615,-0.5137022,0.50341517,1.0470467,1.5103375,1.7833139,297.59357,303.69302,310.17865,285.50403,290.58887,293.32184,0.0,1088631.6,3577834.0,0.02708566,0.11749419,0.24670717,294.79056,303.64597574869794,314.6283
1979-04-02,-2.5105295,-0.74582595,1.1212128,0.92603207,1.7459508,2.3683147,297.41583,304.1217,310.92856,285.30792,290.53146,292.90454,0.0,1113086.4,3669228.2,0.0024136233,0.082989804,0.28444964,294.56323,303.87701416015625,315.10318
1979-04-03,-1.1676245,0.32926476,1.7922959,0.85095733,1.710393,2.3045707,297.91577,304.37558,311.38913,285.3474,290.05994,292.84927,0.0,1103629.9,3661741.0,0.0,0.040046062,0.11037953,294.2185,304.3122965494792,315.92487
1979-04-04,-0.25661314,1.1978974,2.8881748,0.42336312,1.3461956,1.9930091,298.74057,305.01273,311.0812,286.70456,291.07657,292.78333,0.0,1077248.9,3611857.0,0.06264489,0.4169816,0.7051231,294.645,304.7757161458333,316.15683
1979-04-05,-0.22445443,0.9817149,2.6577446,-0.10945148,0.86452836,1.2577149,299.14886,304.996,311.57632,286.59753,290.21664,292.69247,0.0,1072625.2,3562101.5,0.06580015,0.1903633,0.38970655,295.9712,305.1296793619792,316.04437
1979-04-06,-1.9409502,-0.627134,0.8571079,0.120557986,1.1270581,1.8931757,298.99982,304.82693,310.9695,287.21243,290.98904,293.9115,0.0,1024192.7,3496305.5,0.021934511,0.11256937,0.3023519,296.26505,304.98541259765625,315.31888
1979-04-07,-2.5206738,-1.0443474,0.2250044,0.740539,1.591855,2.3661644,297.4334,304.06885,310.3484,285.34256,290.7502,293.33478,0.0,1108616.1,3640684.0,0.00512636,0.05107163,0.084531896,295.77985,304.259765625,314.52866
1979-04-08,-2.7846014,-1.0218359,0.52504605,0.6104803,1.4286317,2.259513,297.2527,303.68454,310.4529,285.07672,291.13974,294.01324,0.0,1115557.9,3688931.5,0.0027929698,0.050757956,0.15996134,295.36655,304.1239827473958,314.44437
1979-04-09,-2.3117929,-0.7759943,0.54764277,1.0086898,1.7141433,2.2270052,297.30515,303.43674,310.22482,285.70193,291.11258,293.38614,0.0,1107188.6,3691763.2,0.0040336144,0.05447356,0.1970535,295.19577,303.6907958984375,314.4049
1979-04-10,-1.7228767,-0.31353846,1.0060742,1.2821858,1.8977941,2.3757236,297.2233,303.504,310.24088,285.92468,291.41058,293.89026,0.0,1084558.6,3626221.0,0.023033815,0.120467074,0.3372585,295.0545,303.80629475911456,314.38058
1979-04-11,-1.1737672,0.39321148,2.0681646,1.1580935,1.9415727,2.4680839,297.64166,303.91177,309.70462,287.17126,292.31937,294.20938,0.0,1035960.2,3538361.2,0.051175285,0.18600017,0.36117297,295.10788,303.933837890625,313.89618
1979-04-12,-1.8341664,-0.46646926,1.5724968,1.120944,1.6414353,1.9641958,298.56018,303.90063,309.78107,288.3601,293.25998,295.7324,0.0,1010710.5,3510670.5,0.035355818,0.19036151,0.3391234,296.04858,304.5045572916667,314.00116
1979-04-13,-2.5928988,-1.3674248,-0.3647889,1.708981,2.0660007,2.627834,297.80392,303.23752,308.85895,289.17673,293.49948,295.79507,0.0,1053471.0,3510375.0,0.062330935,0.17304794,0.39982066,296.2717,303.64219156901044,313.12857
1979-04-14,-2.2000806,-1.0165648,-0.07968866,1.7459261,2.4353726,3.109443,298.44016,303.35278,309.3055,287.75696,293.67935,295.79327,0.0,1054500.6,3576319.5,0.041422054,0.13902181,0.32380745,296.1798,303.7707112630208,313.1563
1979-04-15,-1.936423,-0.58227575,0.9226823,1.1712072,1.9503145,2.7299087,298.57782,303.13663,308.91098,290.46225,294.03757,295.88867,0.0,1005607.7,3509279.2,0.08853216,0.1800371,0.33694902,297.49332,304.4425862630208,313.87045
1979-04-16,-1.4606107,-0.2558209,0.43754962,0.99129426,1.7198563,2.5385852,298.15787,302.90088,308.14948,291.69946,294.5779,296.2344,0.0,1005945.5,3387667.5,0.13332947,0.24973077,0.4195213,298.21542,304.3373209635417,313.3977
1979-04-17,-1.5944439,-0.3100132,0.7492233,0.42799315,1.6618075,2.290295,298.03973,302.43533,308.3363,292.4465,294.80484,295.80948,0.0,1007067.44,3395822.2,0.16704726,0.2602912,0.49682024,298.21414,304.7002766927083,313.94138
1979-04-18,-1.7060426,-0.18289594,0.899656,0.96756154,1.7064263,2.3095112,297.94946,303.46207,308.50958,292.36517,294.7382,296.1786,0.0,1029997.56,3422473.2,0.06846884,0.20475383,0.2842792,298.2373,304.93536376953125,314.05472
